"date","hourly","txid","iso_symbol","time","value","currency","open","USD_value","EUR","USD","GBP","SGD","EUR_value","GBP_value","SGD_value","high.dt","time.dev.h"
2019-01-01,2019-01-01 05:00:00,"67db5cb18438ae554a110f8162d59ff78238bbccc1bb8223dd0bc010441c95b4","BCH",2019-01-01 04:30:02,0.04684523,"BCH",150.93,7.0703505639,0.87253,1.00009,0.78411,1.36292,6.16909297751967,5.54393258065963,9.63632219055059,2021-04-17 10:00:00,-837.166666666667
2019-01-01,2019-01-01 09:00:00,"94356911ea50b419673a458b065014e4c37ec661f49d2d4e873fe30213547ef1","BCH",2019-01-01 09:20:09,0.19279514,"BCH",158.59,30.5753812526,0.87253,1.00009,0.78411,1.36292,26.6779374043311,23.9744621939762,41.6717986167936,2021-04-17 10:00:00,-837
2019-01-01,2019-01-01 13:00:00,"b528cf6b52923c2e5330aad2ec36c211849ab6693a2f458a7b176e9be352eab5","BCH",2019-01-01 12:52:44,0.6473734,"BCH",158.34,102.505104156,0.87253,1.00009,0.78411,1.36292,89.4387785292347,80.3752772197612,139.706256556296,2021-04-17 10:00:00,-836.833333333333
2019-01-01,2019-01-01 18:00:00,"393180d42a5d6aab75747f7d6dbda6c437b2fc305460ba73cfcbd35206e4b31d","BCH",2019-01-01 18:19:31,0.37349514,"BCH",156,58.26524184,0.87253,1.00009,0.78411,1.36292,50.8381714626552,45.6863587791624,79.4108634085728,2021-04-17 10:00:00,-836.625
2019-01-01,2019-01-01 21:00:00,"da68eae3e3bf27832b382781edb274c4ba4577f0a2f969d693d8eb991770b95d","BCH",2019-01-01 20:30:35,0.10335562,"BCH",153.73,15.8888594626,0.87253,1.00009,0.78411,1.36292,13.8635065469024,12.4586135932193,21.6552443387668,2021-04-17 10:00:00,-836.5
2019-01-01,2019-01-01 22:00:00,"68a730adffea0cd013a548494e83a504e1db501949f366601c51aad4cd3d58c2","BCH",2019-01-01 21:32:15,0.3558767,"BCH",158.82,56.520337494,0.87253,1.00009,0.78411,1.36292,49.3156900736398,44.3181618324203,77.0326983773225,2021-04-17 10:00:00,-836.458333333333
2019-01-01,2019-01-02 01:00:00,"9ad24b51446ba720cf946de6d0718e33e8fff070348732d00f46f1567a0ca69a","BCH",2019-01-02 00:37:40,0.0240248,"BCH",160.26,3.850214448,0.87253,1.00009,0.78411,1.36292,3.35942761231344,3.01899165082128,5.24753427546816,2021-04-17 10:00:00,-836.333333333333
2019-01-02,2019-01-02 02:00:00,"1aef6b1d63e80765167fa6a09ab12d70b582f4259a771839e4d6df4acc49850f","BCH",2019-01-02 02:23:43,0.3885002,"BCH",163.4,63.48093268,0.8836,0.99988,0.79872,1.36762,56.091752116048,50.7034905501696,86.8177931518216,2021-04-17 10:00:00,-836.291666666667
2019-01-02,2019-01-02 11:00:00,"382072c099809488f4907eb5b482392bddfc29664ed9927ba9af886fe39bbee5","BCH",2019-01-02 11:07:56,0.08939514,"BCH",162.1,14.490952194,0.8836,0.99988,0.79872,1.36762,12.8042053586184,11.5742133363917,19.8181160395583,2021-04-17 10:00:00,-835.916666666667
2019-01-02,2019-01-02 16:00:00,"015f846bb0ece7d79bb9e28d25cd7f904309fcab4fd05bc8d781049ed025fe1b","BCH",2019-01-02 15:51:41,0.08131757,"BCH",165.5,13.458057835,0.8836,0.99988,0.79872,1.36762,11.891539903006,10.7492199539712,18.4055090563027,2021-04-17 10:00:00,-835.708333333333
