"hourly","date","txid","iso_symbol","time","value","currency","EUR_c","USD_c","GBP_c","SGD_c","EUR_value","USD_value","GBP_value","SGD_value","open","USD_value.h","high.dt","time.dev.h"
2019-01-03 02:00:00,2019-01-03,"318ec097c9babc0f5a43234abb180e3d8575551fabcdd1cd2176be5e9198cd4a","BTC",2019-01-03 02:15:27,0.00338299,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,11.4233163110409,13.0114999994795,10.3038068507807,17.7560133613012,3885.87,13.1458593513,2021-04-06 04:00:00,-824.041666666667
2019-01-03 02:00:00,2019-01-03,"324a0e787811bc21558947ad5913191ab5375b3630deae8f20ba687e42d79ebf","BTC",2019-01-03 02:15:27,4.98573772,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,16835.3022088295,19175.9143069253,15185.4065414121,26168.2197027668,3885.87,19373.9286340164,2021-04-06 04:00:00,-824.041666666667
2019-01-03 02:00:00,2019-01-03,"504d622f72f0d18a58112f96d0bbcb61bda45564395401fdce03cac3725d0157","BTC",2019-01-03 02:15:27,0.02990122,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,100.967219573816,115.004692303092,91.0722158453618,156.94000332227,3885.87,116.1922537614,2021-04-06 04:00:00,-824.041666666667
2019-01-03 02:00:00,2019-01-03,"5523a20e206643e526f101500f0148813b535b269ae8e1be7fc978c53d104374","BTC",2019-01-03 02:15:27,0.01184256,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,39.9886812590285,45.5483076904858,36.0697048642714,62.1570426137856,3885.87,46.0186486272,2021-04-06 04:00:00,-824.041666666667
2019-01-03 02:00:00,2019-01-03,"78f18fecf807ebb1a07abb71332fcdb452bb58f0e8f1d423b7382421c3b5b0ea","BTC",2019-01-03 02:15:27,0.21318166,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,719.848871528671,819.929461505664,649.302140641503,1118.90854047584,3885.87,828.3962171442,2021-04-06 04:00:00,-824.041666666667
2019-01-03 02:00:00,2019-01-03,"99f72013128530da8aee70c39233765a98d1c6882c2130ee99efc42f7cd3fe1b","BTC",2019-01-03 02:15:27,0.07791004,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,263.078232783972,299.653999988014,237.296002617979,408.919834589965,3885.87,302.7482871348,2021-04-06 04:00:00,-824.041666666667
2019-01-03 02:00:00,2019-01-03,"b3b82f95fcec37e19c6a2660e703fffca9b3ac14a76d9c2e56999d3787421974","BTC",2019-01-03 02:15:27,1.52817062,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,5160.16197786559,5877.5793074572,4654.45505411419,8020.77982703699,3885.87,5938.2723671394,2021-04-06 04:00:00,-824.041666666667
2019-01-03 03:00:00,2019-01-03,"0bac6e068d4668066dec1d664382ffdfb0e865d90b9cba8253d8ba313b12706a","BTC",2019-01-03 02:40:38,0.00054215,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1.8306737347822,2.0851923076089,1.65126378858665,2.84553683097775,3862.7,2.094162805,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"0d906f31f740367d80f22f307b0fbfe840e17e0a4d9a795fbb52058ff3a24dcf","BTC",2019-01-03 03:27:14,0.00948042,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,32.0124612906094,36.4631538446953,28.875171532957,49.7590782682617,3862.7,36.620018334,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"0eae24f4dc2668f834bdbaf0ce77d17a24b27f0da448ea614264b4fbc0cc9941","BTC",2019-01-03 03:12:53,1.19314949,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,4028.89870517712,4589.03649981644,3634.05800462534,6262.3827698189,3862.7,4608.778535023,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"16e0baaec9509fc9a3ce47995786afca9559f50044bcc06daf6718e9ee6af30b","BTC",2019-01-03 02:40:38,0.02318533,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,78.2897254694416,89.1743461502792,70.6171647245812,121.690879744302,3862.7,89.557974191,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"1b00a85fa150083366a12785118ff581703ce9f3838d8f800f5da65d2461b04f","BTC",2019-01-03 03:12:53,0.00654571,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,22.1028486073987,25.1758076913007,19.936722113049,34.3559142117484,3862.7,25.284114017,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"1bc973b84ea9a897e4734cb93dfc8ab431eeb297b9afe5547be0745c18325bcb","BTC",2019-01-03 02:40:38,0.01244253,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,42.0145953430592,47.8558846134704,37.8970750297944,65.306054386324,3862.7,48.061760631,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"24234ef356a584e5d2ecc723653860088f8a45542fffe80ca5e71a645587fdab","BTC",2019-01-03 02:46:47,0.04744441,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,160.205174304598,182.478499992701,144.504724160949,249.017460258248,3862.7,183.263522507,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"268fd0546110f4042595f254ff9784164481762de9ce9ca5dc250ea0ec6ea58c","BTC",2019-01-03 03:12:53,0.05804971,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,196.016009238631,223.268115375685,176.806020586473,304.680601000788,3862.7,224.228614817,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"2bdd7a24b68480ae6ddcc3167e832b0e7d20320e2eb07b1c00cb08a7e9d35bf2","BTC",2019-01-03 03:27:14,0.12789447,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,431.860273084737,491.901807672632,389.537041541053,671.268882898421,3862.7,494.017969269,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"32224488e1350dbb8e4e08154596f9d6259d3dbe0401c469a6ae4ee03719a757","BTC",2019-01-03 03:12:53,0.0020941,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,7.0711313621828,8.0542307689086,6.3781453466371,10.9911254777285,3862.7,8.08888007,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"33249f6137ef914351d171adfafd758df43ff2b290d03fd5ed27e1bfa29f44c9","BTC",2019-01-03 02:47:51,47.67022088,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,160967.668166157,183347.003377282,145192.491991278,250202.654717116,3862.7,184135.762193176,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"338488c50faf5eca32aadb4a69d6115aa799b8ed36050d0998a1bf41560b74e5","BTC",2019-01-03 02:46:47,0.00123626,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,4.17446963268808,4.75484615365596,3.76536266951606,6.4886532558601,3862.7,4.775301502,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"396ee5a0a9a1c5629ca6739803b878596e4967b1bfeb2b254e2150207a3f3cdb","BTC",2019-01-03 03:14:53,0.10971699,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,370.480516189913,421.988423060044,334.172632259935,575.862281709891,3862.7,423.803817273,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"39ca87080c094b525d84b1a68cfb23855472c64fcc4d5b3851fbc5d3b3d00237","BTC",2019-01-03 02:40:38,0.53081109,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1792.3857246041,2041.58111530295,1616.72808539557,2786.02325350262,3862.7,2050.363997343,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"416ef1740acc10d71c953d2987d9d536eb4fb8c868c45582d20b68940503f4ba","BTC",2019-01-03 02:40:38,0.2414982,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,815.465114335846,928.839230732077,735.547786901884,1267.53116796981,3862.7,932.83509714,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"571e931c7568fa291536477d60659a4bf1ebe2324f9e840e337741998f922113","BTC",2019-01-03 03:12:53,0.00139941,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,4.72537698273828,5.38234615363086,4.26227991955371,7.34496485592285,3862.7,5.405501007,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"5b845d068299a8c0cd46fe5811827c51e94d92afeac1442ee379494da307bf42","BTC",2019-01-03 02:40:38,0.00056321,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1.90178687478868,2.16619230760566,1.71540768859151,2.95607267098585,3862.7,2.175511267,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"5ca6601022ecf3b75a1389c7df41c72de066aa806b925cb0a6557d8810e359ba","BTC",2019-01-03 02:40:38,0.30787915,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1039.61315759858,1184.15057687571,937.728841936434,1615.93924341072,3862.7,1189.244792705,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"63360180b685f23dbec7815d267c5941594f9d50cf7e74d0afe30977b52283cd","BTC",2019-01-03 03:12:53,0.1691282,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,571.093892005886,650.493076897057,515.125467654414,887.688872557357,3862.7,653.29149814,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"6ef48853ecfd1b2fdbcb16bccf99d39a86b1e325f21ad2926b2a2b38b24c0b5f","BTC",2019-01-03 03:12:53,0.5792142,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1955.82813382437,2227.74692298781,1764.15278851828,3040.07256133047,3862.7,2237.33069034,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"728c8cb6df680c500aae43f6e9de73a9d90791c8672a1d67d47c0d13f47d6e00","BTC",2019-01-03 03:12:53,13.50369316,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,45597.8168229642,51937.2813825379,41129.1331315932,70875.6916738953,3862.7,52160.715569132,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"73e0d4c257279e85f9d90204005a0cdc9c3e339e29f4982ff69220cefc512419","BTC",2019-01-03 02:40:38,0.52726517,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1780.41224381531,2027.94296145734,1605.92803136398,2767.41208323664,3862.7,2036.667172159,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"7c1804333caee72fd45f5505640026bc1fbd25d2f83463e91f2483733b8be4fa","BTC",2019-01-03 03:27:14,0.00130569,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,4.40891337963252,5.02188461518374,3.97683042722439,6.85306462204065,3862.7,5.043488763,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"82763f49d3db8fa9b7b8be105de068f1eeb0531d46d465a51847767b8bbe7954","BTC",2019-01-03 03:14:53,0.2651132,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,895.205703189266,1019.66615380537,807.473627291949,1391.47722028658,3862.7,1024.05275764,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"88f63fbccb651908acb0cd6394a150e6d945e5f686a7126518194b30bccc69f2","BTC",2019-01-03 02:46:47,0.01183089,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,39.9492752597941,45.5034230751029,36.0341607373456,62.0957912722426,3862.7,45.699178803,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"89bdcf1a9d25de3273db700c8a6a2b6708f99d6d57e07b059694a5699d22cd03","BTC",2019-01-03 02:46:47,0.04295104,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,145.0324463886,165.1963076857,130.81895607145,225.43348934575,3862.7,165.906982208,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"90b67153347c5d0d0179122f46bf2df6f606cddad22bf4b5e4f827076eb0c40e","BTC",2019-01-03 02:50:59,0.00358247,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,12.0968988926408,13.7787307686796,10.9113768969806,18.803007158301,3862.7,13.838006869,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"a0eb5f06200983afdb3c0388519ba0e994208c442bbb2d04d993abc2a73ae0c8","BTC",2019-01-03 02:40:38,0.014991,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,50.619994389228,57.657692305386,45.659126541921,78.681993236535,3862.7,57.9057357,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"a5430a10e2bea07b7d2923a32b436ed7a3ca462ba0e2d10c888664644c38640b","BTC",2019-01-03 02:40:38,0.04757215,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,160.636512980022,182.969807684989,144.893790722517,249.687918387528,3862.7,183.756943805,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"b1e479bd559ea949b7cfc4bacaf6895b4958480fa9632fa660bfde30840c7e47","BTC",2019-01-03 03:12:53,0.00080632,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,2.72269454178656,3.10123076910672,2.45586464633992,4.2320635572332,3862.7,3.114572264,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"b82671a6ff8aa73269ec84b967e5b7206526ed7cebc5d5d72f750c69f65a442d","BTC",2019-01-03 02:40:38,0.00147815,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,4.9912577350702,5.6851923074649,4.50210378880265,7.75824083133775,3862.7,5.709650005,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"c0dea37930196de44a65987a291ad0cadd361dc016af4c63b7113643e84ff7b5","BTC",2019-01-03 02:46:47,0.00848677,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,28.6572109787652,32.6414230756174,25.8487429365739,44.5437915909565,3862.7,32.781846479,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"ce902dd4ea2d5d7554b1ea76f22e439bcbd1711318b2d624f499d3baa18ad966","BTC",2019-01-03 02:46:47,0.02528702,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,85.3864859262422,97.2577692268789,77.0184274596816,132.721842212803,3862.7,97.676172154,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"d9c6f98acba3c84bbdf21e81ebb2aa8932f0f011c135a3291e987250bf1bccf9","BTC",2019-01-03 03:12:53,8.07602478,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,27270.2507538434,31061.6337679883,24597.7077837175,42387.9479099492,3862.7,31195.260917706,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"d9cef8410e728a101ed9e49602aa358cb4d73a4cfd5bba6fe609d3bdee289fbe","BTC",2019-01-03 03:16:34,0.02434705,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,82.2124964574914,93.6424999962543,74.1554957556186,127.788301209364,3862.7,94.045350035,2021-04-06 04:00:00,-824
2019-01-03 03:00:00,2019-01-03,"e7d99ecceecbddfef737e2188d1244150d48a87874bdc91e747feb452007c95f","BTC",2019-01-03 02:40:38,11.55345305,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,39012.4560447741,44436.3578828379,35189.1518114931,60639.6314281052,3862.7,44627.523096235,2021-04-06 04:00:00,-824
2019-01-03 04:00:00,2019-01-03,"03c59e49c8761420a8701cab00f67b630b2216f87fc5fe9d9521b259c7a2e282","BTC",2019-01-03 03:49:20,0.00644422,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,21.7601481050598,24.7854615374701,19.6276069937948,33.8232322363247,3862.93,24.8935707646,2021-04-06 04:00:00,-823.958333333333
2019-01-03 04:00:00,2019-01-03,"0f16cf9e368992267470465aaca652f36a3421cc7b70b7acf2cae61954a38bae","BTC",2019-01-03 04:24:47,0.00413266,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,13.9547212335793,15.8948461532104,12.5871286701845,21.6907428569741,3862.93,15.9641762938,2021-04-06 04:00:00,-823.958333333333
2019-01-03 04:00:00,2019-01-03,"1cf095983fb703e0d612a6c4b885ffc6813fad7f2668f24d207f7f15d2dfe5f2","BTC",2019-01-03 04:19:26,0.162046,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,547.179481742168,623.253846128916,493.554720806626,850.51712867771,3862.93,625.97235478,2021-04-06 04:00:00,-823.958333333333
2019-01-03 04:00:00,2019-01-03,"2196219872beb68370d91275cb6c8091216559b03729c431ed03b91c5cb9eb2e","BTC",2019-01-03 04:08:40,0.37255631,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1258.00802627386,1432.90888455807,1134.7205458129,1955.40478044483,3862.93,1439.1589465883,2021-04-06 04:00:00,-823.958333333333
2019-01-03 04:00:00,2019-01-03,"29aab63cbdea5805ccd6069b28bbe5d2d5e3c25fa2f752439f3a7e977780e6b7","BTC",2019-01-03 04:19:26,0.39948565,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,1348.94012151138,1536.48326916931,1216.74110099604,2096.74652867673,3862.93,1543.1851019545,2021-04-06 04:00:00,-823.958333333333
