"hourly","date","txid","iso_symbol","time","value","currency","EUR_c","USD_c","GBP_c","SGD_c","EUR_value","USD_value","GBP_value","SGD_value","open","USD_value.h","high.dt","time.dev.h"
NA,NA,"082c9a56881f8f4f1012e5ef877bd683fb94f7f3b42fdcd29f9a8cf7373ad5f2","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"0d50fc77c6fe6713b3ea5c5c486ab2c1e645327c5ec54642f9e41174a75e87f9","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"0d56cbf63a4f0b0d88cc0da9797743413458a6eba51cd742efc5756eba85a3e5","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"1257a0a3040cc50081d3f9e93bcadff70e96b8981c312dc04254016c9f6d5beb","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"21f0bdc0cba897e1e080173b64dbadee22be40cff0cd31732f7fecf9b6899164","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"2525a523ba87d30ef736cd0ebe45d922dbf77c42880ff96e89da688afe8173b9","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"31e6a8f233682a26a35433f44d8b32bfc0f944d6912351203f4104f289869ffa","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"33b1119e6b595b0aef873c3f6b07e2e223180c97e0ec745139450445106e885f","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"376f6a13b010a5c951bf454f8efb607b66e0609a46c3f7868cc121096e6a380c","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"41283e8b2eb56a2ed448871443c24aa4ee98d4e9493e18c3b49ac4bc83ba354f","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"4959ff441da9a46ce0b152ffbfb664d11b300d1f41794ab703f3aa9fd9661733","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"4cdef8865fc08f78a713ae048b998c2e36bdb7fab8112e779dfe6b0778f66592","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"525ccc4932496f8837aa3309d156615758b6c8cfa1de239ba8bff9aeaa12dc43","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"54fcc83531b0cd18a8a6f4886fe9b4cd2623da42f8c86601c188116ea26a668a","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"5b11d284f12bb746c408a82761cd30cff7bf78482965cb9b74a1252dcafd71f5","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"5bf56cccef433f0927e42fea31937c5200d4810654e27cc4a6e5da6fe71a57df","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"5d3be6ba2a74b5a74f67f653e748bee0748e5684cfe19c5a0c37042ead0dfcbe","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"650b29ff01f298e618c4cf3e0ed30c8b8a2fb3a9d2ae913af1fa8ec8a4bc2349","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"7359c473c3cea8d3e8ce7e0fe35cc454afa75c56f549fa30552e0602f4a48531","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"79bf0af5ccb55605f41314c7d7428f10516d5bf1fb00677d4e45b79bffbe2e63","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"7de474882728b3f5202939b40a4102a8b32293edc3f4e2a7066ffcb4de29696d","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"815ac6eacc7eca7f291dfdf2b397f6004a1eab9992be81d39412045493f75e92","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"82d53111f96695074b771876107cb2166b22ac014e269b7663cac686d0dc2cfb","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"8829e8e6e69070b55fb76f0dfd02445733a4138964f37cf9bc12f5cf36cfa156","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"8b018d4038d18301143bcfd4ff869ece4395be1266ccab14190ff2efdd72b0af","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"970ae98d30489f4b17c1f762e853589a3994edee6f390bf80bb16b8c72b5810a","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"9a7b22297916c61fee1fb421d46965bd49d5133c66ad96cf361de5ff2dcc85f1","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"9b60872bf211cf461e565a4be9654e967127d94df231a37afa5c966ec30eee27","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"a24e9de37c165e8fe270a922c89f0f673b84d090169aec8153ae1403493f7bd2","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"a3059a9c05d744419b5444ef79249e5442e8b754a021652131afb7c65ab87dae","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"a8a341ecd423842f3965466d3b7545ea12c05224240420d44d23241c96ca694e","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"af80dcf98fe60330fd567672ab6cc77d9883a2dac8ffb4e723ed7e730a502202","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"b34e192628280c52be2592487d53abaf0c3dc2c9d46651110f0ceab0b8313c6e","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"b92d24f722e8ec59d66af4d706320c547d29a66df1cf599122415264589935b7","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"b99c775fc5c28ae586b6fe86338173276f781871680bab803c6b5f80049fef8a","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"bb88c576ddd467c8f23609be33680b21574a9d76fe04ba129fbafe6dc11ad8a6","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"bdfbf3e4f8a171aeefd155c7d7076fd2a0f8acd8c9fe286a736eaa38c97d4f71","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"c0a712138ac4919e002ffe77a314146165cd6ee465f939c80534256d0f7c7bd5","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"c0f42905ff6c56a8503f32c2a51c177f783ee5b12dd272c56a224849141c020e","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"c40746aab5ffcf5546ec193d4ee9d8a56d03f82bd55b365acf41ffd9996fa203","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"cad7b550fc48fcd77302e72f410ef33123b05245dfed3a2744f39807841a48fc","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"ce1d1f31097bc3b7465f34073b8061596b8ec397b03427e5a056d05acbc56ae8","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"d21d8aaf65c6ea1b346ab51c85ae728c183f96fda7640c82994cd7634bf4f20c","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"eaa473f321c334cf79a3eb21f37977bc993265f558ea069cb82995521dfacad9","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"eda59926fa0182780ab6db765ee65b8cd1f5a25e45f91bbcbb6b2014aa2a5b19","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"f69b0c279cb7bf118e38920aa2bf812ad8103cea1e4512ad390a19831974a06f","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"f99427a1e9aad0e1fb1003efbd1ff7f40cf4b40e056cbce443404e0df2d25271","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
NA,NA,"fe6ae4da542c30c2b5266e5d2a89ce51eb25a4af8a61b7d887cbb42a6e4acdc5","BTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06 04:00:00,NA
2019-01-03 02:00:00,2019-01-03,"29e7d7fc74f4eaa9c14bf40555ca49590a2a45f3bc15293a9952ab749a6dbe2d","BTC",2019-01-03 02:15:27,0.14397485,"BTC",3376.692308,3846.153846,3045.769231,5248.615385,486.158768540454,553.749423054773,438.51416816784,755.668612763067,3885.87,559.4675503695,2021-04-06 04:00:00,-824.041666666667
